file,true,pred,confidence,severity_score,severity_level
01 - pothole (3)_color.jpg,potholes,potholes,0.9999964237213135,0.00356201171875,Low
01 - pothole (3)_exp.jpg,potholes,potholes,1.0,0.00372314453125,Low
01 - pothole (3)_motion.jpg,potholes,potholes,0.9999983310699463,0.00372802734375,Low
01 - pothole (3)_rot1.jpg,potholes,potholes,0.999991774559021,0.00267822265625,Low
01 - pothole (3)_rot2.jpg,potholes,potholes,0.999988317489624,0.0054345703125,Low
01 - pothole (3)_rot3.jpg,potholes,potholes,0.9999998807907104,0.0038671875,Low
01 - pothole (3)_scale.jpg,potholes,potholes,0.9999992847442627,0.00470947265625,Low
01 - pothole (3)_sharp.jpg,potholes,potholes,0.9921526312828064,0.0076806640625,Low
01 - pothole (4).jpg,potholes,potholes,0.9984509944915771,0.00269287109375,Low
01 - pothole (4)_color.jpg,potholes,potholes,0.9606379866600037,0.00262939453125,Low
01 - pothole (4)_exp.jpg,potholes,potholes,0.9128786325454712,0.00512451171875,Low
01 - pothole (4)_motion.jpg,potholes,potholes,0.9999105930328369,0.006123046875,Low
01 - pothole (4)_rot1.jpg,potholes,potholes,0.9986501336097717,0.0097021484375,Low
01 - pothole (4)_rot2.jpg,potholes,potholes,0.9999134540557861,0.0128173828125,Low
01 - pothole (4)_rot3.jpg,potholes,potholes,0.9934729933738708,0.007880859375,Low
01 - pothole (4)_scale.jpg,potholes,potholes,0.9998921155929565,0.00272705078125,Low
01 - pothole (4)_sharp.jpg,potholes,potholes,0.7214235067367554,0.03003662109375,Moderate
01 - Pothole (Bowl-shaped) (RL)(2).jpg,potholes,potholes,0.9982123374938965,0.00845458984375,Low
01 - Pothole (Bowl-shaped) (RL)(2)_color.jpg,potholes,potholes,0.9996525049209595,0.0079443359375,Low
01 - Pothole (Bowl-shaped) (RL)(2)_exp.jpg,potholes,potholes,0.9988238215446472,0.0074609375,Low
01 - Pothole (Bowl-shaped) (RL)(2)_motion.jpg,potholes,potholes,0.9977242350578308,0.00754638671875,Low
01 - Pothole (Bowl-shaped) (RL)(2)_rot1.jpg,potholes,potholes,0.9991274476051331,0.00621337890625,Low
01 - Pothole (Bowl-shaped) (RL)(2)_rot2.jpg,potholes,potholes,0.9993298053741455,0.0075390625,Low
01 - Pothole (Bowl-shaped) (RL)(2)_rot3.jpg,potholes,potholes,0.998891294002533,0.007265625,Low
01 - Pothole (Bowl-shaped) (RL)(2)_scale.jpg,potholes,potholes,0.9989884495735168,0.00857421875,Low
01 - Pothole (Bowl-shaped) (RL)(2)_sharp.jpg,potholes,potholes,0.9982810020446777,0.00583251953125,Low
01 - Pothole (Bowl-shaped) (RL)(3).jpg,potholes,potholes,0.9958434700965881,0.02515380859375,Moderate
01 - Pothole (Bowl-shaped) (RL)(3)_color.jpg,potholes,potholes,0.9818650484085083,0.0158544921875,Low
01 - Pothole (Bowl-shaped) (RL)(3)_exp.jpg,potholes,potholes,0.9977704286575317,0.00708251953125,Low
01 - Pothole (Bowl-shaped) (RL)(3)_motion.jpg,potholes,potholes,0.999876856803894,0.0190771484375,Low
01 - Pothole (Bowl-shaped) (RL)(3)_rot1.jpg,potholes,potholes,0.9994961023330688,0.00436767578125,Low
01 - Pothole (Bowl-shaped) (RL)(3)_rot2.jpg,potholes,potholes,0.9989612102508545,0.00472412109375,Low
01 - Pothole (Bowl-shaped) (RL)(3)_rot3.jpg,potholes,potholes,0.9989247918128967,0.01064697265625,Low
01 - Pothole (Bowl-shaped) (RL)(3)_scale.jpg,potholes,potholes,0.9982445240020752,0.03140380859375,Moderate
01 - Pothole (Bowl-shaped) (RL)(3)_sharp.jpg,potholes,potholes,0.8073335289955139,0.00957275390625,Low
01 - Pothole (Bowl-shaped) (RL)(4).jpg,potholes,potholes,0.9997367262840271,0.00925048828125,Low
01 - Pothole (Bowl-shaped) (RL)(4)_color.jpg,potholes,potholes,0.9986955523490906,0.007744140625,Low
01 - Pothole (Bowl-shaped) (RL)(4)_exp.jpg,potholes,potholes,0.9995394945144653,0.00601806640625,Low
01 - Pothole (Bowl-shaped) (RL)(4)_motion.jpg,potholes,potholes,0.9999079704284668,0.0046240234375,Low
01 - Pothole (Bowl-shaped) (RL)(4)_rot1.jpg,potholes,potholes,0.9995691180229187,0.00280029296875,Low
01 - Pothole (Bowl-shaped) (RL)(4)_rot2.jpg,potholes,potholes,0.9994053840637207,0.00652099609375,Low
01 - Pothole (Bowl-shaped) (RL)(4)_rot3.jpg,potholes,potholes,0.9992771744728088,0.00289794921875,Low
01 - Pothole (Bowl-shaped) (RL)(4)_scale.jpg,potholes,potholes,0.9999464750289917,0.0089794921875,Low
01 - Pothole (Bowl-shaped) (RL)(4)_sharp.jpg,potholes,potholes,0.9948447942733765,0.12218017578125,Severe
01 - Pothole (Bowl-shaped) (RL)(5).jpg,potholes,potholes,0.9998294115066528,0.04340576171875,Moderate
01 - Pothole (Bowl-shaped) (RL)(5)_color.jpg,potholes,potholes,0.999562680721283,0.01377197265625,Low
01 - Pothole (Bowl-shaped) (RL)(5)_exp.jpg,potholes,potholes,0.99872225522995,0.00881591796875,Low
01 - Pothole (Bowl-shaped) (RL)(5)_motion.jpg,potholes,potholes,0.9998040795326233,0.0029833984375,Low
01 - Pothole (Bowl-shaped) (RL)(5)_rot1.jpg,potholes,potholes,0.9999256134033203,0.00431884765625,Low
01 - Pothole (Bowl-shaped) (RL)(5)_rot2.jpg,potholes,potholes,0.9997498393058777,0.00279052734375,Low
01 - Pothole (Bowl-shaped) (RL)(5)_rot3.jpg,potholes,potholes,0.999835729598999,0.00513671875,Low
01 - Pothole (Bowl-shaped) (RL)(5)_scale.jpg,potholes,potholes,0.9999532699584961,0.05512451171875,Moderate
01 - Pothole (Bowl-shaped) (RL)(5)_sharp.jpg,potholes,potholes,0.9946580529212952,0.05906982421875,Moderate
01 - Pothole (Bowl-shaped) (RL).jpg,potholes,potholes,0.9998999834060669,0.0110400390625,Low
01 - Pothole (Bowl-shaped) (RL)_color.jpg,potholes,potholes,0.9996484518051147,0.0093212890625,Low
01 - Pothole (Bowl-shaped) (RL)_exp.jpg,potholes,potholes,0.9961316585540771,0.0060107421875,Low
01 - Pothole (Bowl-shaped) (RL)_motion.jpg,potholes,potholes,0.9937605261802673,0.00884033203125,Low
01 - Pothole (Bowl-shaped) (RL)_rot1.jpg,potholes,potholes,0.9999617338180542,0.0101171875,Low
01 - Pothole (Bowl-shaped) (RL)_rot2.jpg,potholes,potholes,0.9998999834060669,0.021884765625,Moderate
01 - Pothole (Bowl-shaped) (RL)_rot3.jpg,potholes,potholes,0.9998106360435486,0.00971435546875,Low
01 - Pothole (Bowl-shaped) (RL)_scale.jpg,potholes,potholes,0.999829888343811,0.01116455078125,Low
01 - Pothole (Bowl-shaped) (RL)_sharp.jpg,potholes,potholes,0.9990344047546387,0.01350341796875,Low
01 - Pothole (bowl-shaped)5.jpg,potholes,potholes,0.9999911785125732,0.0153564453125,Low
01 - Pothole (bowl-shaped)5_color.jpg,potholes,potholes,0.9999905824661255,0.01715576171875,Low
01 - Pothole (bowl-shaped)5_exp.jpg,potholes,potholes,0.9999871253967285,0.0086767578125,Low
01 - Pothole (bowl-shaped)5_motion.jpg,potholes,potholes,0.9999938011169434,0.0095361328125,Low
01 - Pothole (bowl-shaped)5_rot1.jpg,potholes,potholes,0.9999957084655762,0.011591796875,Low
01 - Pothole (bowl-shaped)5_rot2.jpg,potholes,potholes,0.9999611377716064,0.0083203125,Low
01 - Pothole (bowl-shaped)5_rot3.jpg,potholes,potholes,0.9998899698257446,0.0104345703125,Low
01 - Pothole (bowl-shaped)5_scale.jpg,potholes,potholes,0.9999972581863403,0.0126318359375,Low
01 - Pothole (bowl-shaped)5_sharp.jpg,potholes,potholes,0.9999940395355225,0.0079248046875,Low
01 - Pothole (Spalling) (3).jpg,potholes,potholes,0.9999504089355469,0.0089111328125,Low
01 - Pothole (Spalling) (3)_color.jpg,potholes,potholes,0.9991258978843689,0.009228515625,Low
01 - Pothole (Spalling) (3)_exp.jpg,potholes,potholes,0.9962091445922852,0.00456787109375,Low
01 - Pothole (Spalling) (3)_motion.jpg,potholes,potholes,0.9997753500938416,0.0189111328125,Low
01 - Pothole (Spalling) (3)_rot1.jpg,potholes,potholes,0.9999759197235107,0.00896484375,Low
01 - Pothole (Spalling) (3)_rot2.jpg,potholes,potholes,0.999970555305481,0.01104248046875,Low
01 - Pothole (Spalling) (3)_rot3.jpg,potholes,potholes,0.9999146461486816,0.0106640625,Low
01 - Pothole (Spalling) (3)_scale.jpg,potholes,potholes,0.999933123588562,0.00822021484375,Low
01 - Pothole (Spalling) (3)_sharp.jpg,potholes,potholes,0.982613205909729,0.01109619140625,Low
01 - Pothole (Spalling).jpg,potholes,potholes,0.9968442916870117,0.13749755859375,Severe
01 - Pothole (Spalling)_color.jpg,potholes,potholes,0.9975155591964722,0.114150390625,Severe
01 - Pothole (Spalling)_exp.jpg,potholes,potholes,0.9922007918357849,0.2043798828125,Severe
01 - Pothole (Spalling)_motion.jpg,potholes,potholes,0.9996694326400757,0.12204833984375,Severe
01 - Pothole (Spalling)_rot1.jpg,potholes,potholes,0.9994695782661438,0.0261279296875,Moderate
01 - Pothole (Spalling)_rot2.jpg,potholes,potholes,0.9963365793228149,0.06770751953125,Moderate
01 - Pothole (Spalling)_rot3.jpg,potholes,potholes,0.9936757683753967,0.0500537109375,Moderate
01 - Pothole (Spalling)_scale.jpg,potholes,potholes,0.9990288019180298,0.13061279296875,Severe
01 - Pothole (Spalling)_sharp.jpg,potholes,potholes,0.9748835563659668,0.03037109375,Moderate
01 - Pothole .jpg,potholes,potholes,0.9999885559082031,0.0076220703125,Low
01 - Pothole Bowl-shaped (LL).jpg,potholes,potholes,0.9999951124191284,0.00800048828125,Low
01 - Pothole Bowl-shaped (LL)_color.jpg,potholes,potholes,0.9999897480010986,0.00634521484375,Low
01 - Pothole Bowl-shaped (LL)_exp.jpg,potholes,potholes,0.999996542930603,0.00453857421875,Low
01 - Pothole Bowl-shaped (LL)_motion.jpg,potholes,potholes,0.996820330619812,0.00369140625,Low
01 - Pothole Bowl-shaped (LL)_rot1.jpg,potholes,potholes,1.0,0.0100439453125,Low
01 - Pothole Bowl-shaped (LL)_rot2.jpg,potholes,potholes,0.9999995231628418,0.0064208984375,Low
01 - Pothole Bowl-shaped (LL)_rot3.jpg,potholes,potholes,0.9999982118606567,0.00757080078125,Low
01 - Pothole Bowl-shaped (LL)_scale.jpg,potholes,potholes,0.9999953508377075,0.0077197265625,Low
01 - Pothole Bowl-shaped (LL)_sharp.jpg,potholes,potholes,0.9981880784034729,0.02238037109375,Moderate
01 - Pothole _color.jpg,potholes,potholes,0.9999898672103882,0.0071044921875,Low
01 - Pothole _exp.jpg,potholes,potholes,0.9999871253967285,0.03073974609375,Moderate
01 - Pothole _motion.jpg,potholes,potholes,0.9999984502792358,0.00415283203125,Low
01 - Pothole _rot1.jpg,potholes,potholes,0.9999924898147583,0.00763671875,Low
01 - Pothole _rot2.jpg,potholes,potholes,0.9999970197677612,0.00807861328125,Low
01 - Pothole _rot3.jpg,potholes,potholes,0.9999833106994629,0.00627197265625,Low
01 - Pothole _scale.jpg,potholes,potholes,0.9999934434890747,0.00745361328125,Low
01 - Pothole _sharp.jpg,potholes,potholes,0.9999704360961914,0.00911376953125,Low
01 - Pothole2(1).jpg,potholes,potholes,0.9953502416610718,0.16404541015625,Severe
01 - Pothole2(1)_color.jpg,potholes,potholes,0.9846524596214294,0.0,Low
01 - Pothole2(1)_exp.jpg,potholes,potholes,0.9944526553153992,0.04791015625,Moderate
01 - Pothole2(1)_motion.jpg,potholes,potholes,0.9968830347061157,0.170498046875,Severe
01 - Pothole2(1)_rot1.jpg,potholes,potholes,0.9998157620429993,0.132412109375,Severe
01 - Pothole2(1)_rot2.jpg,potholes,potholes,0.9994795918464661,0.06777099609375,Moderate
01 - Pothole2(1)_rot3.jpg,potholes,potholes,0.9997137188911438,0.0935107421875,Severe
01 - Pothole2(1)_scale.jpg,potholes,potholes,0.9971657395362854,0.16601318359375,Severe
01 - Pothole2(1)_sharp.jpg,potholes,potholes,0.9525885581970215,0.09044189453125,Severe
01 - POTHOLES (1).jpg,potholes,potholes,0.9999966621398926,0.0069091796875,Low
01 - POTHOLES (1)_color.jpg,potholes,potholes,0.999789297580719,0.0068408203125,Low
01 - POTHOLES (1)_exp.jpg,potholes,potholes,0.9997097849845886,0.0035302734375,Low
01 - POTHOLES (1)_motion.jpg,potholes,potholes,0.9998136162757874,0.00233154296875,Low
01 - POTHOLES (1)_rot1.jpg,potholes,potholes,0.9999710321426392,0.012724609375,Low
01 - POTHOLES (1)_rot2.jpg,potholes,potholes,0.9999939203262329,0.0084326171875,Low
01 - POTHOLES (1)_rot3.jpg,potholes,potholes,0.9999970197677612,0.0065283203125,Low
01 - POTHOLES (1)_scale.jpg,potholes,potholes,0.9999990463256836,0.00787841796875,Low
01 - POTHOLES (1)_sharp.jpg,potholes,potholes,0.998481810092926,0.0404052734375,Moderate
01 - Potholes 10 .jpg,potholes,potholes,0.9999992847442627,0.0186083984375,Low
01 - Potholes 10 _color.jpg,potholes,potholes,0.9999997615814209,0.00862548828125,Low
01 - Potholes 10 _exp.jpg,potholes,potholes,0.9999986886978149,0.01270263671875,Low
01 - Potholes 10 _motion.jpg,potholes,potholes,0.9999964237213135,0.01206298828125,Low
01 - Potholes 10 _rot1.jpg,potholes,potholes,0.9999995231628418,0.013251953125,Low
01 - Potholes 10 _rot2.jpg,potholes,potholes,0.9999995231628418,0.01296142578125,Low
01 - Potholes 10 _rot3.jpg,potholes,potholes,0.9999982118606567,0.00858154296875,Low
01 - Potholes 10 _scale.jpg,potholes,potholes,0.9999997615814209,0.0185400390625,Low
01 - Potholes 10 _sharp.jpg,potholes,potholes,0.9999972581863403,0.00962646484375,Low
01 - Potholes 13.jpg,potholes,potholes,0.9999943971633911,0.0066259765625,Low
01 - Potholes 13_color.jpg,potholes,potholes,0.9999324083328247,0.0029345703125,Low
01 - Potholes 13_exp.jpg,potholes,potholes,0.9999945163726807,0.003603515625,Low
01 - Potholes 13_motion.jpg,potholes,potholes,0.9989282488822937,0.0037158203125,Low
01 - Potholes 13_rot1.jpg,potholes,potholes,0.9999206066131592,0.21597412109375,Severe
01 - Potholes 13_rot2.jpg,potholes,potholes,0.9999984502792358,0.0077490234375,Low
01 - Potholes 13_rot3.jpg,potholes,potholes,0.9999969005584717,0.01892578125,Low
01 - Potholes 13_scale.jpg,potholes,potholes,0.9999985694885254,0.0057568359375,Low
01 - Potholes 13_sharp.jpg,potholes,potholes,0.9997448325157166,0.26539306640625,Severe
01 - POTHOLES(1).jpg,potholes,potholes,0.999982476234436,0.006689453125,Low
01 - POTHOLES(1)_color.jpg,potholes,potholes,0.9994884729385376,0.00795654296875,Low
01 - POTHOLES(1)_exp.jpg,potholes,potholes,0.9756209850311279,0.03502685546875,Moderate
01 - POTHOLES(1)_motion.jpg,potholes,potholes,0.9999939203262329,0.00644775390625,Low
01 - POTHOLES(1)_rot1.jpg,potholes,potholes,0.9999264478683472,0.00781494140625,Low
01 - POTHOLES(1)_rot2.jpg,potholes,potholes,0.9999879598617554,0.00489501953125,Low
01 - POTHOLES(1)_rot3.jpg,potholes,potholes,0.9999935626983643,0.00417724609375,Low
01 - POTHOLES(1)_scale.jpg,potholes,potholes,0.9999912977218628,0.01021728515625,Low
01 - POTHOLES(1)_sharp.jpg,potholes,potholes,0.9997857213020325,0.00955322265625,Low
01- Pothoes.jpg,potholes,potholes,0.9992308616638184,0.02797607421875,Moderate
01- Pothoes_color.jpg,potholes,potholes,0.9808388948440552,0.04703857421875,Moderate
01- Pothoes_exp.jpg,potholes,potholes,0.9965008497238159,0.01395263671875,Low
01- Pothoes_motion.jpg,potholes,potholes,0.9659844636917114,0.03773193359375,Moderate
01- Pothoes_rot1.jpg,potholes,potholes,0.9993476271629333,0.08602294921875,Severe
01- Pothoes_rot2.jpg,potholes,potholes,0.9997029900550842,0.07205078125,Moderate
01- Pothoes_rot3.jpg,potholes,potholes,0.9993150234222412,0.01421142578125,Low
01- Pothoes_scale.jpg,potholes,potholes,0.9999127388000488,0.07478515625,Moderate
01- Pothoes_sharp.jpg,potholes,potholes,0.8021708130836487,0.051279296875,Moderate
01- Potholes (Spalling) (RL).jpg,potholes,potholes,0.9978075623512268,0.00513671875,Low
01- Potholes (Spalling) (RL)_color.jpg,potholes,potholes,0.9922277331352234,0.00360595703125,Low
01- Potholes (Spalling) (RL)_exp.jpg,potholes,potholes,0.997378945350647,0.00957763671875,Low
01- Potholes (Spalling) (RL)_motion.jpg,potholes,potholes,0.9783738851547241,0.00618408203125,Low
01- Potholes (Spalling) (RL)_rot1.jpg,potholes,potholes,0.9922377467155457,0.0047314453125,Low
01- Potholes (Spalling) (RL)_rot2.jpg,potholes,potholes,0.9965605139732361,0.004130859375,Low
01- Potholes (Spalling) (RL)_rot3.jpg,potholes,potholes,0.9961230158805847,0.00496337890625,Low
01- Potholes (Spalling) (RL)_scale.jpg,potholes,potholes,0.9986250400543213,0.00474609375,Low
01- Potholes (Spalling) (RL)_sharp.jpg,potholes,potholes,0.9757834076881409,0.12416748046875,Severe
01- Potholes and inadequate sealant in joins.jpg,potholes,potholes,1.0,0.00700439453125,Low
01- Potholes and inadequate sealant in joins_color.jpg,potholes,potholes,0.9999895095825195,0.0060107421875,Low
01- Potholes and inadequate sealant in joins_exp.jpg,potholes,potholes,0.9999998807907104,0.093056640625,Severe
01- Potholes and inadequate sealant in joins_motion.jpg,potholes,potholes,0.999832272529602,0.00621826171875,Low
01- Potholes and inadequate sealant in joins_rot1.jpg,potholes,potholes,1.0,0.00715576171875,Low
01- Potholes and inadequate sealant in joins_rot2.jpg,potholes,potholes,0.9999997615814209,0.0057763671875,Low
01- Potholes and inadequate sealant in joins_rot3.jpg,potholes,potholes,0.9999994039535522,0.00583740234375,Low
01- Potholes and inadequate sealant in joins_scale.jpg,potholes,potholes,0.9999998807907104,0.00710693359375,Low
01- Potholes and inadequate sealant in joins_sharp.jpg,potholes,potholes,0.9976129531860352,0.1148828125,Severe
01- Potholes2.jpg,potholes,potholes,0.9999998807907104,0.0031640625,Low
01- Potholes2_color.jpg,potholes,potholes,1.0,0.003388671875,Low
01- Potholes2_exp.jpg,potholes,potholes,0.9999431371688843,0.29176025390625,Severe
01- Potholes2_motion.jpg,potholes,potholes,0.9999045133590698,0.00250732421875,Low
01- Potholes2_rot1.jpg,potholes,potholes,1.0,0.01140625,Low
01- Potholes2_rot2.jpg,potholes,potholes,1.0,0.00701171875,Low
01- Potholes2_rot3.jpg,potholes,potholes,0.9999998807907104,0.00270751953125,Low
01- Potholes2_scale.jpg,potholes,potholes,1.0,0.00319091796875,Low
01- Potholes2_sharp.jpg,potholes,potholes,0.9999817609786987,0.18375732421875,Severe
01- Spalling (CL).jpg,potholes,potholes,0.9738673567771912,0.02787353515625,Moderate
01- Spalling (CL)_color.jpg,potholes,potholes,0.7243383526802063,0.1079541015625,Severe
01- Spalling (CL)_exp.jpg,potholes,potholes,0.920587420463562,0.19438232421875,Severe
01- Spalling (CL)_motion.jpg,potholes,potholes,0.9927467703819275,0.00292236328125,Low
01- Spalling (CL)_rot1.jpg,potholes,potholes,0.9922702312469482,0.0902978515625,Severe
01- Spalling (CL)_rot2.jpg,potholes,potholes,0.9975388050079346,0.09165771484375,Severe
01- Spalling (CL)_rot3.jpg,potholes,potholes,0.9764565229415894,0.0540283203125,Moderate
01- Spalling (CL)_scale.jpg,potholes,potholes,0.9906089305877686,0.09237548828125,Severe
01- Spalling (CL)_sharp.jpg,potholes,potholes,0.8658185005187988,0.024365234375,Moderate
01-Potholes (Bowl-Shaped) (RL).jpg,potholes,potholes,0.9999752044677734,0.00448974609375,Low
01-Potholes (Bowl-Shaped) (RL)_color.jpg,potholes,potholes,0.9999701976776123,0.0741650390625,Moderate
01-Potholes (Bowl-Shaped) (RL)_exp.jpg,potholes,potholes,0.9999865293502808,0.19670166015625,Severe
01-Potholes (Bowl-Shaped) (RL)_motion.jpg,potholes,potholes,0.9999934434890747,0.0088720703125,Low
01-Potholes (Bowl-Shaped) (RL)_rot1.jpg,potholes,potholes,0.9999943971633911,0.00408935546875,Low
01-Potholes (Bowl-Shaped) (RL)_rot2.jpg,potholes,potholes,0.9999942779541016,0.00472412109375,Low
01-Potholes (Bowl-Shaped) (RL)_rot3.jpg,potholes,potholes,0.9999979734420776,0.00469482421875,Low
01-Potholes (Bowl-Shaped) (RL)_scale.jpg,potholes,potholes,0.9999933242797852,0.0065185546875,Low
01-Potholes (Bowl-Shaped) (RL)_sharp.jpg,potholes,potholes,0.9989367127418518,0.09796142578125,Severe
1 - Potholes.jpg,potholes,potholes,0.9914010167121887,0.00681640625,Low
1 - Potholes_color.jpg,potholes,potholes,0.999584972858429,0.01327392578125,Low
1 - Potholes_exp.jpg,potholes,potholes,0.9995487332344055,0.01239990234375,Low
1 - Potholes_motion.jpg,potholes,potholes,0.8541465997695923,0.0279345703125,Moderate
1 - Potholes_rot1.jpg,potholes,potholes,0.9988904595375061,0.00798095703125,Low
1 - Potholes_rot2.jpg,potholes,potholes,0.9985994696617126,0.00488525390625,Low
1 - Potholes_rot3.jpg,potholes,potholes,0.9975013136863708,0.006142578125,Low
1 - Potholes_scale.jpg,potholes,potholes,0.9999070167541504,0.00532470703125,Low
1 - Potholes_sharp.jpg,potholes,potholes,0.6211252808570862,0.10730712890625,Severe
IMG_20250508_134621.jpg,potholes,potholes,0.999971866607666,0.00748291015625,Low
IMG_20250508_134621_color.jpg,potholes,potholes,0.9999804496765137,0.0138525390625,Low
IMG_20250508_134621_exp.jpg,potholes,potholes,0.9999414682388306,0.007421875,Low
IMG_20250508_134621_motion.jpg,potholes,potholes,0.9472697377204895,0.01052490234375,Low
IMG_20250508_134621_rot1.jpg,potholes,potholes,0.9996247291564941,0.00365966796875,Low
IMG_20250508_134621_rot2.jpg,potholes,potholes,0.9996032118797302,0.0096533203125,Low
IMG_20250508_134621_rot3.jpg,potholes,potholes,0.9998559951782227,0.00365234375,Low
IMG_20250508_134621_scale.jpg,potholes,potholes,0.9998737573623657,0.00790771484375,Low
IMG_20250508_134621_sharp.jpg,potholes,potholes,0.9983299374580383,0.01091552734375,Low
IMG_20250508_134645.jpg,potholes,potholes,0.9999879598617554,0.00859375,Low
IMG_20250508_134645_color.jpg,potholes,potholes,0.9999994039535522,0.0054150390625,Low
IMG_20250508_134645_exp.jpg,potholes,potholes,0.9999898672103882,0.0066357421875,Low
IMG_20250508_134645_motion.jpg,potholes,potholes,0.999977707862854,0.00711669921875,Low
IMG_20250508_134645_rot1.jpg,potholes,potholes,0.9999979734420776,0.0112451171875,Low
IMG_20250508_134645_rot2.jpg,potholes,potholes,0.999987006187439,0.008994140625,Low
IMG_20250508_134645_rot3.jpg,potholes,potholes,0.9999927282333374,0.00396484375,Low
IMG_20250508_134645_scale.jpg,potholes,potholes,0.999982476234436,0.00688232421875,Low
IMG_20250508_134645_sharp.jpg,potholes,potholes,0.9996604919433594,0.00500244140625,Low
IMG_20250508_134648.jpg,potholes,potholes,1.0,0.0126318359375,Low
IMG_20250508_134648_color.jpg,potholes,potholes,0.999996542930603,0.00691162109375,Low
IMG_20250508_134648_exp.jpg,potholes,potholes,1.0,0.0631591796875,Moderate
IMG_20250508_134648_motion.jpg,potholes,potholes,0.9999998807907104,0.0065625,Low
IMG_20250508_134648_rot1.jpg,potholes,potholes,0.9999998807907104,0.00757080078125,Low
IMG_20250508_134648_rot2.jpg,potholes,potholes,1.0,0.00916259765625,Low
IMG_20250508_134648_rot3.jpg,potholes,potholes,0.9999998807907104,0.007724609375,Low
IMG_20250508_134648_scale.jpg,potholes,potholes,1.0,0.0326171875,Moderate
IMG_20250508_134648_sharp.jpg,potholes,potholes,0.9999963045120239,0.041845703125,Moderate
IMG_20250508_135259(1).jpg,potholes,potholes,0.9999992847442627,0.01187744140625,Low
IMG_20250508_135259(1)_color.jpg,potholes,potholes,0.9999969005584717,0.0098828125,Low
IMG_20250508_135259(1)_exp.jpg,potholes,potholes,0.9999979734420776,0.0099755859375,Low
IMG_20250508_135259(1)_motion.jpg,potholes,potholes,0.9995026588439941,0.0102294921875,Low
IMG_20250508_135259(1)_rot1.jpg,potholes,potholes,0.9999994039535522,0.0141064453125,Low
IMG_20250508_135259(1)_rot2.jpg,potholes,potholes,0.9999997615814209,0.01567138671875,Low
IMG_20250508_135259(1)_rot3.jpg,potholes,potholes,0.9999998807907104,0.01593994140625,Low
IMG_20250508_135259(1)_scale.jpg,potholes,potholes,0.9999979734420776,0.01233154296875,Low
IMG_20250508_135259(1)_sharp.jpg,potholes,potholes,0.9999021291732788,0.01623779296875,Low
IMG_20250508_135259.jpg,potholes,potholes,0.9999992847442627,0.01187744140625,Low
IMG_20250508_135259_color.jpg,potholes,potholes,0.9999998807907104,0.01050537109375,Low
IMG_20250508_135259_exp.jpg,potholes,potholes,0.9999947547912598,0.0056005859375,Low
IMG_20250508_135259_motion.jpg,potholes,potholes,0.999998927116394,0.0103759765625,Low
IMG_20250508_135259_rot1.jpg,potholes,potholes,0.9999985694885254,0.0078857421875,Low
IMG_20250508_135259_rot2.jpg,potholes,potholes,0.9999986886978149,0.003701171875,Low
IMG_20250508_135259_rot3.jpg,potholes,potholes,0.9999998807907104,0.00468017578125,Low
IMG_20250508_135259_scale.jpg,potholes,potholes,0.9999977350234985,0.011025390625,Low
IMG_20250508_135259_sharp.jpg,potholes,potholes,0.9999021291732788,0.01623779296875,Low
pothole.jpg,potholes,potholes,0.9997096657752991,0.0288232421875,Moderate
pothole1.jpg,potholes,potholes,0.9996843338012695,0.0064306640625,Low
